ID_Transacao,Data,Valor_Compra,Industria,Tipo_Compra,Qtd_Parcelas,Wallet,Cliente_ID,ID_Cartao,Input_Mode,Input_Mode_Code,Crossborder,Contactless,Autorizado
27051,2023-11-28 13:04:45,435.42,Tecnologia,CP,1.0,,2685,95183245,Chip,54,,,Sim
27052,2025-03-14 10:48:17,612.31,Tecnologia,CP,,,7778,42282628,Swiped,59,,,Sim
27053,2025-03-26 05:29:11,1026.64,Varejo,CP,11.0,,8310,17116328,Swiped,59,,,Sim
27054,2025-02-18 10:16:38,229.35,Varejo,CP,,,4187,35995496,Swiped,59,,0.0,Sim
27055,2025-09-13 18:52:59,982.01,Alimentação,CP,,,8896,83060336,PayPass,51,,1.0,Sim
27056,2023-01-25 21:16:45,713.98,Varejo,CP,,,6982,67832115,PayPass,51,,1.0,Sim
27057,2025-02-03 18:11:53,566.52,Alimentação,CP,,,3467,47204251,PayPass,51,,,Sim
27058,2023-08-25 23:59:35,265.81,Varejo,CNP,,,2471,94467455,eCommerce,38,,,Sim
27059,2023-11-20 22:52:38,764.79,Tecnologia,CNP,,,1373,94629863,Mail Order,32,,,Sim
27060,2025-01-07 06:12:10,814.91,Saúde,CP,12.0,,7886,69672377,Chip,54,,,Sim
27061,2023-11-05 00:51:19,725.79,Tecnologia,CNP,,,5301,13600554,Phone Order,35,1.0,,Sim
27062,2025-06-04 14:55:50,36.17,Alimentação,CNP,,,9635,82402038,Mail Order,32,,,Sim
27063,2023-06-22 05:56:33,1119.67,Varejo,CNP,,,2685,95183245,Recurring,36,,,Sim
27064,2025-04-22 05:28:05,1022.07,Alimentação,CP,,,4230,31519172,Chip,54,,,Sim
27065,2023-12-30 14:19:11,1181.07,Alimentação,CP,11.0,,6024,35272797,Chip,54,,,Sim
27066,2025-03-21 22:35:25,960.92,Alimentação,CP,,,2931,51677139,Swiped,59,,0.0,Sim
27067,2023-01-06 19:31:04,35.69,Tecnologia,CP,5.0,,4774,76322136,Swiped,59,,,Sim
27068,2025-01-10 12:16:43,534.03,Varejo,CP,1.0,,1816,37033547,PayPass,51,,,Sim
27069,2023-12-01 17:01:03,556.89,Educação,CP,,Apple Pay,3506,76139503,Swiped,59,,,Sim
27070,2025-04-07 05:46:44,276.88,Alimentação,CP,,,9104,54240220,Swiped,59,,,Sim
27071,2025-04-13 18:11:40,257.93,Varejo,CP,,Samsung Pay,8253,38220152,PayPass,51,,,Sim
27072,2023-04-04 22:40:17,679.85,Varejo,CP,,,1837,73715773,Chip,54,,1.0,Sim
27073,2025-09-08 12:16:21,963.38,Tecnologia,CP,,,6518,64434902,PayPass,51,,,Sim
27074,2025-08-01 17:25:23,613.51,Varejo,CNP,,,1394,50226371,eCommerce,38,,,Sim
27075,2025-11-23 04:22:09,298.58,Saúde,CP,12.0,,6498,62135243,Chip,54,,0.0,Sim
27076,2023-08-16 13:28:35,355.58,Varejo,CP,,,1323,90983788,PayPass,51,,,Sim
27077,2025-01-14 02:51:27,808.56,Varejo,CNP,,,1196,31046693,Mail Order,32,,,Sim
27078,2025-09-21 03:10:02,223.2,Saúde,CP,,,6192,81095077,Swiped,59,,,Sim
27079,2025-03-27 13:49:39,742.71,Varejo,CP,11.0,,5648,96214146,Swiped,59,,,Sim
27080,2025-07-09 10:22:44,734.32,Tecnologia,CP,4.0,,8952,23348892,Chip,54,,1.0,Sim
27081,2023-03-20 20:09:45,443.64,Entretenimento,CNP,,,2043,78850837,Mail Order,32,,,Sim
27082,2025-05-14 18:55:57,826.21,Varejo,CP,,Google Pay,1164,59809118,Chip,54,,1.0,Sim
27083,2023-10-16 09:57:35,281.65,Varejo,CP,8.0,,6565,74286285,Chip,54,,,Sim
27084,2025-03-04 06:50:01,638.27,Alimentação,CP,,,9717,13547214,PayPass,51,,0.0,Sim
27085,2023-01-13 22:31:02,372.88,Saúde,CNP,,,2332,16014735,eCommerce,38,,,Sim
27086,2023-12-29 15:24:21,1183.67,Varejo,CNP,,,1558,93095295,Phone Order,35,,,Sim
27087,2025-03-02 16:07:03,329.93,Alimentação,CP,,Samsung Pay,2542,81664217,Swiped,59,,,Sim
27088,2023-09-09 07:44:47,293.93,Tecnologia,CNP,,,3597,31761062,Mail Order,32,,,Sim
27089,2025-10-07 01:14:16,196.43,Varejo,CP,5.0,,1376,50442509,PayPass,51,,0.0,Sim
27090,2025-07-01 05:34:27,181.76,Varejo,CP,8.0,,5957,66863583,Chip,54,,,Sim
27091,2025-07-10 16:47:02,1195.18,Varejo,CP,4.0,,9949,64085140,Chip,54,,,Sim
27092,2025-01-02 00:02:25,1170.07,Alimentação,CP,,,6984,18994307,PayPass,51,,,Sim
27093,2025-01-05 16:42:52,1166.2,Alimentação,CP,5.0,,8313,19012386,PayPass,51,,,Sim
27094,2025-04-13 15:18:12,48.5,Alimentação,CNP,,,4863,50658268,eCommerce,38,,,Sim
27095,2023-04-22 05:54:13,421.3,Alimentação,CP,5.0,,9648,82674620,Swiped,59,,,Sim
27096,2023-08-27 18:57:07,135.22,Alimentação,CP,11.0,,1407,33577314,Chip,54,,,Sim
27097,2023-01-22 20:39:15,194.54,Entretenimento,CP,11.0,,3239,15749378,Chip,54,,1.0,Sim
27098,2025-06-26 20:57:38,303.07,Tecnologia,CNP,,,2397,22688195,Phone Order,35,,,Sim
27099,2025-05-30 03:15:18,841.75,Varejo,CP,,Samsung Pay,6192,81095077,Chip,54,,,Sim
27100,2025-07-13 05:01:40,159.79,Alimentação,CP,,,2780,86781532,Swiped,59,,,Sim
27101,2025-10-20 09:45:10,855.47,Alimentação,CNP,,,6808,26812306,Recurring,36,,,Sim
27102,2025-04-09 20:47:59,954.7,Alimentação,CP,,,4467,15141444,Chip,54,,,Sim
27103,2025-08-14 21:26:37,1058.4,Tecnologia,CNP,,,6011,82095957,Mail Order,32,,,Sim
27104,2025-09-29 07:14:47,321.61,Tecnologia,CNP,,,2906,46240910,Phone Order,35,,,Sim
27105,2023-11-13 16:46:35,46.89,Varejo,CP,,,9471,28669255,Chip,54,,,Sim
27106,2023-12-14 08:42:05,274.79,Varejo,CP,,,1905,30564564,Chip,54,,0.0,Sim
27107,2025-11-07 02:47:47,971.3,Alimentação,CP,11.0,,9867,94935061,Chip,54,,0.0,Sim
27108,2023-02-10 12:14:41,135.44,Varejo,CNP,,,8737,11365999,Phone Order,35,,,Sim
27109,2023-02-21 04:19:39,1197.58,Saúde,CP,8.0,,6952,53501966,Swiped,59,,,Sim
27110,2025-03-24 04:00:15,139.1,Tecnologia,CP,6.0,,7489,54279196,PayPass,51,,,Sim
27111,2025-06-17 16:28:50,24.21,Alimentação,CP,,Google Pay,3723,38710022,Chip,54,,,Sim
27112,2025-07-22 14:08:07,631.07,Educação,CNP,,,1830,91634884,Phone Order,35,,,Sim
27113,2023-07-25 07:42:32,423.82,Varejo,CP,,,1586,18639611,PayPass,51,,,Sim
27114,2023-09-09 09:48:04,862.0,Alimentação,CP,,,1494,42905592,Chip,54,,,Sim
27115,2025-07-30 21:33:41,398.89,Tecnologia,CP,,,9619,86916187,Swiped,59,,,Sim
27116,2023-09-03 15:27:06,511.69,Varejo,CNP,,,5813,66199791,MasterPass,39,,,Sim
27117,2025-04-28 13:00:52,275.8,Varejo,CP,,,5426,51686638,Swiped,59,,,Sim
27118,2023-04-04 05:22:11,375.53,Varejo,CP,,,6265,78953982,Swiped,59,,,Sim
27119,2025-03-02 11:30:55,887.3,Alimentação,CP,,,1467,67023755,Chip,54,,,Sim
27120,2023-09-29 22:39:10,1160.51,Entretenimento,CP,,,3800,88892549,PayPass,51,,,Sim
27121,2023-06-17 17:53:21,180.11,Tecnologia,CP,,,2932,33241651,Swiped,59,,0.0,Sim
27122,2025-07-10 09:23:30,1128.74,Entretenimento,CNP,,,2019,62516473,Recurring,36,,,Sim
27123,2025-01-18 12:53:05,1047.79,Varejo,CP,3.0,Apple Pay,4364,65056153,PayPass,51,,1.0,Sim
27124,2025-01-21 22:38:59,761.03,Educação,CP,2.0,,9499,78847365,PayPass,51,,,Sim
27125,2025-05-13 04:58:36,42.34,Alimentação,CP,,,9758,95877435,Swiped,59,,,Sim
27126,2023-02-17 06:40:27,312.54,Tecnologia,CNP,,,5984,62712363,Phone Order,35,0.0,,Sim
27127,2025-07-13 09:28:13,113.17,Alimentação,CP,9.0,,7840,47815837,Chip,54,,,Sim
27128,2025-08-14 16:01:00,211.55,Varejo,CP,10.0,,8721,96868329,Swiped,59,,,Sim
27129,2025-04-05 23:27:18,37.48,Tecnologia,CNP,,,4810,33305608,Mail Order,32,,,Sim
27130,2025-07-04 13:06:41,967.68,Alimentação,CP,,Google Pay,8166,93661265,Swiped,59,,,Sim
27131,2025-05-28 01:16:30,394.08,Entretenimento,CP,,Samsung Pay,5929,89319842,Swiped,59,,,Sim
27132,2023-08-18 05:47:32,500.47,Alimentação,CNP,,,8306,69814630,Phone Order,35,,,Sim
27133,2025-10-25 11:57:35,1026.98,Saúde,CP,9.0,Samsung Pay,7690,13707380,Swiped,59,,,Sim
27134,2025-09-12 13:36:49,225.29,Tecnologia,CP,1.0,Apple Pay,1334,69980844,Swiped,59,,,Sim
27135,2025-11-17 04:41:21,746.37,Saúde,CP,,,6222,56362603,PayPass,51,,,Sim
27136,2023-08-18 13:08:35,1121.74,Alimentação,CP,,,7224,84920024,Swiped,59,,,Sim
27137,2025-08-22 07:28:21,9.87,Tecnologia,CP,,,4596,75279681,Swiped,59,,0.0,Sim
27138,2023-11-07 17:07:37,214.85,Varejo,CP,,,7064,10528116,Swiped,59,,1.0,Sim
27139,2025-01-09 11:28:54,1134.34,Alimentação,CNP,,,2660,88444641,Mail Order,32,,,Sim
27140,2023-12-11 16:11:59,918.63,Varejo,CP,,,3800,12866811,Chip,54,,,Sim
27141,2025-10-20 20:14:16,1097.58,Alimentação,CP,,,7655,27349588,Swiped,59,,,Sim
27142,2025-05-03 04:07:34,1119.77,Varejo,CP,1.0,,5276,61759678,PayPass,51,,,Sim
27143,2023-03-16 17:51:05,1111.19,Alimentação,CP,,,3998,82335844,PayPass,51,,,Sim
27144,2023-10-11 06:00:37,700.81,Tecnologia,CP,11.0,,2542,81664217,Chip,54,,,Sim
27145,2025-10-04 18:31:25,1181.22,Varejo,CNP,,,5045,85522710,eCommerce,38,,,Sim
27146,2025-12-10 16:13:22,776.23,Saúde,CP,,Google Pay,8604,25432835,PayPass,51,,1.0,Sim
27147,2025-09-12 14:15:48,724.44,Varejo,CP,12.0,,5276,61759678,PayPass,51,,,Sim
27148,2025-02-20 01:34:31,840.56,Varejo,CP,7.0,,6466,33745761,Swiped,59,,,Sim
27149,2023-09-08 15:21:05,919.4,Educação,CNP,,,2602,18417990,Phone Order,35,,,Sim
27150,2023-09-09 06:38:41,78.91,Varejo,CP,,,9739,32009468,Swiped,59,,,Sim
27151,2025-06-19 12:11:04,275.3,Alimentação,CP,,,5712,51935995,Swiped,59,,,Sim
27152,2023-05-24 01:06:14,1124.09,Alimentação,CP,,,3082,50718228,Chip,54,,,Sim
27153,2023-07-08 14:44:57,815.04,Educação,CP,,Samsung Pay,8146,44861271,Chip,54,,,Sim
27154,2023-12-26 21:40:48,961.32,Alimentação,CP,7.0,Google Pay,2279,62314536,Chip,54,,,Sim
27155,2023-02-14 09:59:09,504.1,Varejo,CNP,,,2184,63321501,eCommerce,38,,,Sim
27156,2025-09-14 02:50:55,130.02,Alimentação,CNP,,,5542,36764564,eCommerce,38,,,Sim
27157,2025-01-30 13:15:21,902.56,Educação,CP,,,2001,40024974,PayPass,51,,,Sim
27158,2023-12-20 10:45:05,95.89,Entretenimento,CP,,,5006,38467065,PayPass,51,,,Sim
27159,2025-06-13 09:53:57,820.49,Alimentação,CNP,,,3469,42978881,MasterPass,39,,,Sim
27160,2023-02-16 03:03:42,252.79,Varejo,CNP,,,5101,17583980,Recurring,36,0.0,,Sim
27161,2025-05-28 09:16:30,100.27,Varejo,CNP,,,5101,17583980,eCommerce,38,,,Sim
27162,2023-12-19 08:25:57,885.52,Tecnologia,CP,1.0,,1589,13336137,Chip,54,,,Sim
27163,2023-03-09 06:02:03,745.06,Varejo,CP,,,6384,35841296,PayPass,51,,,Sim
27164,2023-10-09 11:08:32,946.26,Tecnologia,CNP,,,1874,52935778,Recurring,36,0.0,,Sim
27165,2025-07-18 21:26:51,436.57,Tecnologia,CP,,,8090,92771458,Chip,54,,,Sim
27166,2025-07-30 19:42:40,182.3,Saúde,CP,7.0,Google Pay,5131,47148681,Swiped,59,,,Sim
27167,2023-09-18 14:59:46,142.05,Alimentação,CP,,Samsung Pay,4557,95993453,Swiped,59,,0.0,Sim
27168,2025-12-12 01:52:45,1095.82,Varejo,CP,1.0,,9440,52767385,Swiped,59,,,Sim
27169,2025-11-02 02:30:03,902.28,Saúde,CP,,,9223,23321237,Swiped,59,,,Sim
27170,2025-10-01 12:31:38,348.48,Varejo,CNP,,,8835,72379155,Recurring,36,0.0,,Sim
27171,2023-07-25 02:10:55,207.83,Varejo,CP,6.0,,8228,86493336,PayPass,51,,,Sim
27172,2025-07-16 04:37:53,367.79,Entretenimento,CP,4.0,,5947,94888438,PayPass,51,,,Sim
27173,2023-06-19 02:25:02,1076.43,Educação,CP,9.0,,9504,98829817,Chip,54,,,Sim
27174,2025-04-13 03:09:15,1067.85,Varejo,CP,,,7489,93462574,PayPass,51,,,Sim
27175,2023-10-25 16:13:56,846.79,Varejo,CNP,,,4146,20094373,Mail Order,32,1.0,,Sim
27176,2025-08-22 06:41:13,531.65,Varejo,CP,,,6063,36554543,Swiped,59,,0.0,Sim
27177,2023-12-08 07:39:39,693.12,Alimentação,CNP,,,4294,45798586,eCommerce,38,,,Sim
27178,2023-01-27 20:38:08,1000.11,Tecnologia,CP,,Apple Pay,6293,69767199,PayPass,51,,,Sim
27179,2025-06-02 16:10:18,1168.75,Varejo,CNP,,,4118,13764413,Phone Order,35,,,Sim
27180,2025-06-05 10:47:33,229.97,Educação,CNP,,,9600,47712013,MasterPass,39,,,Sim
27181,2025-01-23 06:36:36,733.41,Varejo,CNP,,,8484,75559425,MasterPass,39,,,Sim
27182,2025-01-15 09:41:48,95.79,Varejo,CP,9.0,,2409,92050646,PayPass,51,,,Sim
27183,2025-04-06 08:19:15,687.4,Tecnologia,CP,,,4802,72227520,Chip,54,,,Sim
27184,2025-04-08 02:53:07,492.97,Varejo,CP,8.0,,3928,17158229,Swiped,59,,1.0,Sim
27185,2025-01-19 02:06:22,1139.85,Varejo,CP,,Samsung Pay,9851,29714542,Swiped,59,,,Sim
27186,2025-06-17 23:48:36,670.96,Varejo,CP,12.0,,3506,80829423,Chip,54,,,Sim
27187,2025-03-26 07:06:23,394.41,Varejo,CP,,,5051,15190282,Chip,54,,0.0,Sim
27188,2025-04-03 02:32:35,399.18,Varejo,CNP,,,3366,79141462,eCommerce,38,,,Sim
27189,2025-04-28 18:53:58,261.59,Alimentação,CP,1.0,Samsung Pay,6586,31984768,PayPass,51,,,Sim
27190,2023-06-28 10:36:18,883.1,Saúde,CNP,,,9561,45264108,eCommerce,38,,,Sim
27191,2025-01-25 23:08:02,23.54,Tecnologia,CNP,,,7518,72253303,Mail Order,32,,,Sim
27192,2023-06-12 10:15:26,1133.95,Alimentação,CNP,,,7189,87141910,MasterPass,39,,,Sim
27193,2023-08-18 14:43:14,1160.14,Varejo,CNP,,,6513,91784421,Phone Order,35,,,Sim
27194,2025-04-06 10:58:45,196.09,Alimentação,CNP,,,5313,55301202,Phone Order,35,,,Sim
27195,2025-08-20 11:47:23,321.94,Alimentação,CNP,,,5250,45470268,Mail Order,32,,,Sim
27196,2023-10-11 23:13:37,311.09,Tecnologia,CP,,,7886,69672377,Swiped,59,,1.0,Sim
27197,2025-04-22 04:25:12,736.26,Saúde,CP,,Samsung Pay,2436,39138273,PayPass,51,,0.0,Sim
27198,2025-01-28 04:43:32,953.73,Alimentação,CP,6.0,,4827,19355557,Chip,54,,,Sim
27199,2025-01-19 04:58:37,478.63,Entretenimento,CP,2.0,,6518,64434902,Swiped,59,,,Sim
27200,2023-09-14 07:31:57,84.89,Alimentação,CP,8.0,,2296,67417304,PayPass,51,,0.0,Sim
27201,2023-12-06 17:58:00,534.18,Alimentação,CP,,Google Pay,3813,52879819,PayPass,51,,,Sim
27202,2023-01-13 06:20:22,702.52,Varejo,CP,,,7632,11674181,Swiped,59,,,Sim
27203,2025-11-08 08:44:59,329.8,Alimentação,CP,,,7208,25364724,PayPass,51,,1.0,Sim
27204,2025-12-28 14:30:26,879.81,Tecnologia,CP,,Google Pay,3888,39104080,Swiped,59,,0.0,Sim
27205,2025-08-08 15:12:58,1079.21,Varejo,CNP,,,8343,97235356,Recurring,36,,,Sim
27206,2025-05-29 09:35:30,1189.78,Varejo,CP,,,7062,93507215,Swiped,59,,1.0,Sim
27207,2023-04-13 17:46:55,66.32,Educação,CP,,,6674,43863227,Swiped,59,,,Sim
27208,2025-05-18 04:11:04,970.51,Alimentação,CP,8.0,,6200,95103238,PayPass,51,,,Sim
27209,2025-11-17 23:53:10,487.93,Varejo,CNP,,,8056,26371011,MasterPass,39,,,Sim
27210,2025-12-30 20:47:06,326.55,Alimentação,CP,10.0,,9760,39478670,Swiped,59,,,Sim
27211,2025-12-23 06:29:43,42.78,Alimentação,CNP,,,3223,57367077,eCommerce,38,,,Sim
27212,2025-07-09 11:22:40,563.94,Alimentação,CP,8.0,,8088,65025329,Chip,54,,,Sim
27213,2023-07-17 13:00:09,313.52,Alimentação,CP,7.0,,2846,30729696,Swiped,59,,,Sim
27214,2025-05-08 14:16:56,1098.15,Alimentação,CP,12.0,,7646,87942083,PayPass,51,,,Sim
27215,2025-04-26 01:36:19,748.25,Tecnologia,CP,6.0,,4335,48542088,Swiped,59,,,Sim
27216,2025-12-26 21:04:59,533.35,Tecnologia,CP,4.0,,9095,78312917,Swiped,59,,,Sim
27217,2023-05-21 12:29:33,218.96,Varejo,CNP,,,9504,98829817,eCommerce,38,,,Sim
27218,2023-09-19 10:21:56,450.73,Tecnologia,CP,,,1792,57475788,Swiped,59,,,Sim
27219,2023-12-29 08:19:10,276.51,Varejo,CP,,Google Pay,5439,66971620,Swiped,59,,1.0,Sim
27220,2025-02-07 18:01:30,1188.09,Varejo,CNP,,,9108,54150355,Mail Order,32,1.0,,Sim
27221,2023-04-02 12:58:19,797.27,Educação,CP,,,8177,35469847,Swiped,59,,1.0,Sim
27222,2023-08-26 04:20:57,418.57,Alimentação,CP,,Google Pay,4215,62107028,PayPass,51,,,Sim
27223,2025-10-18 19:23:53,914.31,Alimentação,CP,,,7055,32531137,PayPass,51,,,Sim
27224,2025-01-17 16:08:02,842.7,Educação,CNP,,,2807,53442240,Mail Order,32,1.0,,Sim
27225,2025-06-16 00:49:48,322.17,Tecnologia,CP,8.0,Samsung Pay,1003,79404035,PayPass,51,,,Sim
27226,2025-10-03 12:00:02,271.47,Alimentação,CP,5.0,,4479,68444759,Chip,54,,,Sim
27227,2023-06-29 01:48:07,300.33,Varejo,CP,7.0,,7986,72122023,PayPass,51,,1.0,Sim
27228,2023-04-17 07:52:57,515.44,Alimentação,CP,,,2495,70206800,PayPass,51,,,Sim
27229,2025-01-28 09:17:46,475.14,Varejo,CNP,,,5304,82001577,Mail Order,32,0.0,,Sim
27230,2023-12-17 04:51:21,811.55,Saúde,CP,,,7224,84920024,Swiped,59,,,Sim
27231,2025-03-01 02:02:59,482.54,Entretenimento,CP,9.0,,7941,58616805,Swiped,59,,,Sim
27232,2025-02-27 08:50:40,1097.7,Varejo,CNP,,,8070,24642610,eCommerce,38,,,Sim
27233,2023-07-01 13:52:47,1001.97,Alimentação,CNP,,,9173,81629030,Recurring,36,0.0,,Sim
27234,2025-04-28 06:23:39,402.83,Educação,CP,,,9794,98139275,PayPass,51,,,Sim
27235,2023-02-11 08:39:10,529.06,Varejo,CNP,,,2940,22047241,Phone Order,35,0.0,,Sim
27236,2023-07-26 04:40:23,93.51,Varejo,CNP,,,6417,76686903,Phone Order,35,,,Sim
27237,2025-06-16 20:00:37,99.49,Tecnologia,CP,1.0,,6135,25231460,PayPass,51,,,Sim
27238,2025-07-15 21:08:28,930.98,Varejo,CP,1.0,Apple Pay,1191,11424087,Swiped,59,,,Sim
27239,2025-02-19 08:31:52,1144.29,Varejo,CP,,,3650,69065038,PayPass,51,,,Sim
27240,2025-10-01 13:05:20,198.83,Educação,CP,,,6265,12667046,Swiped,59,,,Sim
27241,2025-06-20 14:09:25,613.57,Varejo,CNP,,,9353,81566960,Phone Order,35,,,Sim
27242,2023-08-10 23:38:49,1028.66,Varejo,CP,,,1028,86108202,Swiped,59,,,Sim
27243,2023-09-23 19:39:57,662.83,Varejo,CP,,,7221,85746025,Chip,54,,,Sim
27244,2025-11-08 05:57:43,713.52,Tecnologia,CP,,,6011,82095957,Chip,54,,,Sim
27245,2025-06-12 20:42:48,755.79,Varejo,CP,8.0,,8252,69016611,Chip,54,,,Sim
27246,2023-04-04 05:29:23,580.94,Varejo,CNP,,,3136,61294034,Recurring,36,,,Sim
27247,2023-01-10 18:28:12,1149.08,Varejo,CNP,,,1416,56706353,Recurring,36,,,Sim
27248,2023-08-18 00:03:02,1127.57,Varejo,CP,,Apple Pay,6752,45318089,Chip,54,,,Sim
27249,2025-09-10 15:38:45,408.22,Tecnologia,CNP,,,9177,97763681,MasterPass,39,,,Sim
27250,2025-12-02 22:26:45,1111.18,Varejo,CP,,Samsung Pay,3413,96106801,Swiped,59,,,Sim
27251,2025-02-15 11:45:38,65.84,Alimentação,CP,10.0,,2932,71054579,Swiped,59,,0.0,Sim
27252,2023-10-20 05:27:28,1170.02,Alimentação,CP,,,4226,47208848,Swiped,59,,,Sim
27253,2025-03-15 18:58:07,652.33,Alimentação,CP,5.0,,5051,15190282,Chip,54,,,Sim
27254,2025-04-04 22:15:02,200.74,Educação,CP,,,3813,52879819,PayPass,51,,,Sim
27255,2023-01-21 06:44:49,1075.38,Varejo,CP,10.0,,2500,33699363,Swiped,59,,,Sim
27256,2025-05-16 21:02:45,1093.52,Varejo,CP,9.0,,1097,25952371,Swiped,59,,,Sim
27257,2025-11-17 04:46:05,615.38,Varejo,CNP,,,6461,58207758,eCommerce,38,,,Sim
27258,2023-07-10 16:52:13,36.39,Varejo,CP,,,4672,82654739,Swiped,59,,,Sim
27259,2023-01-17 07:53:42,816.8,Educação,CP,,,1097,25952371,PayPass,51,,,Sim
27260,2023-07-21 09:33:52,774.92,Tecnologia,CNP,,,8852,24664373,Phone Order,35,,,Sim
27261,2025-04-04 17:47:06,722.8,Varejo,CP,5.0,,8074,35513054,Chip,54,,,Sim
27262,2023-09-14 10:56:16,576.81,Tecnologia,CP,12.0,,4286,84889132,PayPass,51,,0.0,Sim
27263,2025-03-03 04:22:57,805.17,Entretenimento,CP,,Google Pay,7867,54641884,Chip,54,,0.0,Sim
27264,2025-06-15 06:59:13,430.0,Alimentação,CP,3.0,,4988,25955907,Swiped,59,,1.0,Sim
27265,2025-11-05 04:25:23,287.55,Tecnologia,CP,,,5594,54178669,PayPass,51,,,Sim
27266,2023-01-10 07:57:22,1024.11,Entretenimento,CP,,,7226,77258722,Chip,54,,,Sim
27267,2025-06-09 22:30:46,1073.77,Varejo,CP,,,7879,87113874,Chip,54,,,Sim
27268,2025-11-21 17:57:21,101.9,Tecnologia,CNP,,,9913,34740206,MasterPass,39,,,Sim
27269,2023-07-20 07:59:30,1185.66,Varejo,CP,8.0,Samsung Pay,7564,66542406,PayPass,51,,,Sim
27270,2025-10-12 20:24:57,871.94,Saúde,CP,,,2847,40980587,PayPass,51,,,Sim
27271,2023-04-08 06:09:47,1007.59,Tecnologia,CP,,,9353,81566960,Swiped,59,,,Sim
27272,2023-08-08 23:38:38,421.05,Varejo,CP,7.0,,6951,97329731,Swiped,59,,,Sim
27273,2023-03-08 06:51:45,866.57,Varejo,CP,7.0,,8041,84914314,Swiped,59,,,Sim
27274,2025-04-28 02:56:56,468.31,Educação,CP,7.0,,5169,29472991,PayPass,51,,1.0,Sim
27275,2025-12-10 09:51:19,579.46,Varejo,CP,,,7762,58845311,Swiped,59,,,Sim
27276,2025-08-29 12:24:22,260.14,Entretenimento,CP,,,2932,71054579,PayPass,51,,,Sim
27277,2023-09-11 04:15:41,144.36,Varejo,CNP,,,6383,17912316,MasterPass,39,0.0,,Sim
27278,2023-08-27 00:56:48,286.68,Varejo,CP,,,1519,34923446,Swiped,59,,,Sim
27279,2025-04-25 07:00:51,395.73,Alimentação,CP,9.0,,8807,80673046,PayPass,51,,,Sim
27280,2025-12-26 09:25:41,1067.85,Alimentação,CP,,,2744,16631821,PayPass,51,,,Sim
27281,2023-07-07 19:26:10,1117.31,Varejo,CP,,,7948,32987743,Chip,54,,1.0,Sim
27282,2025-10-18 00:26:24,1084.35,Alimentação,CP,,Google Pay,2409,92050646,Chip,54,,,Sim
27283,2023-03-19 18:59:21,882.02,Varejo,CNP,,,1480,91754025,Phone Order,35,0.0,,Sim
27284,2025-02-04 14:49:07,937.15,Tecnologia,CP,7.0,,5067,49978236,Swiped,59,,,Sim
27285,2025-07-06 23:12:05,227.41,Varejo,CP,,,2035,31235734,Chip,54,,,Sim
27286,2025-04-12 04:22:31,834.59,Varejo,CP,11.0,,8690,75066490,PayPass,51,,0.0,Sim
27287,2025-07-04 01:33:48,501.61,Varejo,CNP,,,6285,63876067,Mail Order,32,,,Sim
27288,2025-11-09 03:30:58,33.93,Varejo,CP,6.0,,6765,25997983,PayPass,51,,,Sim
27289,2025-06-14 19:18:18,569.76,Alimentação,CNP,,,2184,63321501,eCommerce,38,,,Sim
27290,2025-01-06 05:14:08,121.62,Varejo,CNP,,,6471,39327178,Recurring,36,,,Sim
27291,2025-04-12 15:44:26,329.09,Saúde,CP,8.0,,3629,86064318,PayPass,51,,,Sim
27292,2023-09-15 17:58:23,890.26,Varejo,CNP,,,8982,36700168,eCommerce,38,,,Sim
27293,2025-05-09 08:32:46,707.14,Alimentação,CP,,Apple Pay,4274,78209735,Chip,54,,0.0,Sim
27294,2025-01-15 22:27:28,503.06,Tecnologia,CP,,,2358,78253103,Swiped,59,,,Sim
27295,2025-12-23 15:31:28,53.55,Alimentação,CP,,,4975,63073924,Swiped,59,,,Sim
27296,2025-04-29 00:55:10,967.29,Varejo,CNP,,,7978,62713467,MasterPass,39,,,Sim
27297,2025-10-29 18:13:05,126.8,Alimentação,CP,,,3066,41028564,PayPass,51,,,Sim
27298,2025-08-20 02:52:20,461.35,Saúde,CP,,,6814,23514603,Chip,54,,,Sim
27299,2025-06-25 08:36:10,249.48,Alimentação,CP,,Apple Pay,8892,76915504,Swiped,59,,,Sim
27300,2023-06-11 04:41:30,1013.73,Tecnologia,CP,5.0,,3506,80829423,PayPass,51,,,Sim
27301,2025-11-14 17:47:15,1147.04,Varejo,CNP,,,6677,11407339,MasterPass,39,0.0,,Sim
27302,2025-08-06 01:35:38,680.44,Varejo,CP,12.0,Samsung Pay,5594,54178669,Chip,54,,,Sim
27303,2025-04-10 05:40:49,367.66,Educação,CP,,,2345,10290136,Swiped,59,,,Sim
27304,2023-10-19 15:58:34,734.21,Varejo,CP,,Samsung Pay,7429,39643141,Swiped,59,,1.0,Sim
27305,2025-01-22 16:44:46,1134.09,Tecnologia,CP,,,2279,98592708,Swiped,59,,,Sim
27306,2025-09-11 18:54:01,203.09,Entretenimento,CNP,,,6781,95421286,MasterPass,39,,,Sim
27307,2023-01-06 01:05:28,238.48,Tecnologia,CP,2.0,,7533,93260168,Swiped,59,,,Sim
27308,2023-08-26 22:41:17,695.3,Varejo,CP,,,6954,76719971,PayPass,51,,0.0,Sim
27309,2023-03-16 16:02:50,292.1,Entretenimento,CNP,,,6793,16809735,MasterPass,39,,,Sim
